"192.168.1.2","OAM","AVAILABLE"
"192.168.1.3","OAM","AVAILABLE"
"192.168.1.4","OAM","AVAILABLE"
"192.168.1.5","OAM","AVAILABLE"
"192.168.1.6","OAM","AVAILABLE"
"192.168.1.7","OAM","AVAILABLE"
"192.168.1.8","OAM","AVAILABLE"
"192.168.1.9","OAM","AVAILABLE"
"192.168.1.10","OAM","AVAILABLE"
